Car Make,Car Model,Year,Mileage,Price,Fuel Type,Color,Transmission,Options/Features,Condition,Accident
Chrysler,Dodge Durango,2017,99351,15368.416,Electric,Black,Automatic,"Remote Start, Heated Seats, Backup Camera, Leather Seats",New,Yes
Ford,Escape,2015,81349,9823.104,Gasoline,Blue,Automatic,"Backup Camera, GPS, Heated Seats, Bluetooth",Like New,Yes
Mazda,Mazda3,2016,71219,27669.512,Gasoline,Blue,Automatic,Leather Seats,Used,Yes
Honda,Fit,2012,37568,35508.944,Electric,White,Manual,Backup Camera,Like New,Yes
Volkswagen,Tiguan,2018,71146,27924.064,Electric,Black,Manual,GPS,Used,Yes
Chevy,Equinox,2016,95355,17758.344,Electric,White,Automatic,"Bluetooth, Remote Start, Heated Seats",New,Yes
BMW,X7,2011,59498,40980.08,Electric,Silver,Manual,"Leather Seats, Sunroof, GPS, Remote Start",New,No
Honda,Fit,2014,149654,24382.344,Diesel,Silver,Manual,Sunroof,New,Yes
Jaguar,XE,2011,77932,19583.272,Diesel,Green,Manual,"Sunroof, Leather Seats",Used,Yes
Audi,Q7,2021,130098,34578.608,Hybrid,Blue,Manual,Backup Camera,Used,Yes
Nissan,Leaf,2013,104411,14373.624,Hybrid,Brown,Manual,"Bluetooth, GPS, Backup Camera, Sunroof",New,Yes
Mazda,CX-9,2012,45195,12984.32,Hybrid,White,Manual,"GPS, Heated Seats, Bluetooth",Used,Yes
Mercedes,C-Class,2019,24586,39465.552,Hybrid,Yellow,Manual,Backup Camera,Used,Yes
Mercedes,S-Class,2011,116852,8418.552000000001,Hybrid,Black,Automatic,"Bluetooth, Remote Start, GPS",Like New,Yes
Subaru,Legacy,2012,57833,27671.496000000003,Gasoline,White,Automatic,Bluetooth,Like New,Yes
Ford,Explorer,2010,31412,20550.304000000004,Diesel,Orange,Automatic,"Heated Seats, Backup Camera",Like New,Yes
Audi,Q5,2012,125635,27164.968,Gasoline,Yellow,Automatic,"Remote Start, Sunroof, Leather Seats",Used,Yes
Jaguar,F-Type,2017,96066,11028.064,Diesel,Silver,Manual,"Bluetooth, GPS, Heated Seats",Like New,Yes
Kia,Optima,2013,100779,12867.6,Electric,Blue,Automatic,Remote Start,Used,Yes
Chrysler,300,2019,89176,38132.664,Diesel,Yellow,Automatic,"GPS, Bluetooth, Backup Camera",Like New,Yes
Chevy,Malibu,2020,91583,39717.13,Hybrid,Blue,Automatic,Bluetooth,Like New,No
Porsche,Panamera,2012,31400,10147.32,Hybrid,Green,Manual,Sunroof,New,Yes
Subaru,Outback,2011,55456,6184.712,Hybrid,Blue,Manual,Bluetooth,New,Yes
Land Rover,Range Rover,2011,7078,8991.503999999999,Hybrid,Orange,Automatic,"Remote Start, Heated Seats, Sunroof, Bluetooth",Used,Yes
Porsche,Taycan,2010,105238,4239.432,Diesel,White,Automatic,"Remote Start, Leather Seats, GPS",Used,Yes
Hyundai,Kona,2015,103580,13524.04,Gasoline,Brown,Automatic,"Leather Seats, Remote Start, Backup Camera",New,Yes
Chevrolet,Equinox,2018,105057,16485.46,Gasoline,Gray,Automatic,"Sunroof, Remote Start, Backup Camera",Used,No
Hyundai,Elantra,2018,79715,7927.208,Electric,Blue,Manual,"Remote Start, Bluetooth, Leather Seats, GPS",Used,Yes
Fiat,500X,2012,119995,38752.304,Diesel,Silver,Automatic,"GPS, Remote Start, Leather Seats",Used,Yes
Toyota,RAV4,2013,7570,47958.13,Electric,Red,Manual,"Remote Start, Backup Camera, Heated Seats",Like New,No
Nissan,Rogue,2022,83603,29094.048,Electric,Blue,Automatic,"Bluetooth, Backup Camera, Heated Seats",Used,Yes
Chevy,Camaro,2018,137590,16830.864,Electric,Gray,Manual,Remote Start,Used,Yes
Toyota,Tacoma,2012,129796,46459.61,Electric,Brown,Manual,"Backup Camera, Sunroof, GPS, Bluetooth",Used,No
Audi,A4,2011,82947,14006.568,Gasoline,Yellow,Manual,"Leather Seats, Bluetooth",New,Yes
Porsche,Cayenne,2015,24826,30703.728000000003,Diesel,Red,Automatic,"Bluetooth, Leather Seats, Backup Camera, Remote Start",New,Yes
Hyundai,Tucson,2018,43862,20203.288,Diesel,White,Manual,"Heated Seats, GPS, Leather Seats, Sunroof",New,Yes
Hyundai,Elantra,2019,67363,19530.8,Electric,Orange,Manual,"Bluetooth, Backup Camera",New,Yes
Subaru,Crosstrek,2019,102981,33507.096000000005,Hybrid,Black,Manual,GPS,New,Yes
Ford,Escape,2012,72480,37248.304,Hybrid,Brown,Automatic,"Remote Start, Backup Camera, Leather Seats",New,Yes
Jaguar,XJ,2016,148716,32978.49600000001,Gasoline,Blue,Automatic,Sunroof,Like New,Yes
Tesla,Model X,2016,90051,23276.04,Gasoline,Orange,Automatic,"GPS, Sunroof, Heated Seats",New,Yes
Ford,Explorer,2012,98697,27255.816,Hybrid,Yellow,Automatic,"Backup Camera, Remote Start, GPS",Like New,Yes
Mazda,Mazda3,2021,134061,9843.088000000002,Hybrid,Black,Automatic,"Backup Camera, GPS",New,Yes
Chrysler,Dodge Durango,2017,113605,25212.64,Gasoline,Yellow,Manual,Sunroof,Used,Yes
Kia,Sorento,2022,120369,25610.992,Hybrid,Black,Automatic,"Heated Seats, GPS",Like New,Yes
Mercedes,S-Class,2012,29198,6018.064,Hybrid,Black,Manual,Sunroof,Used,Yes
Mazda,MX-5 Miata,2014,87604,27974.928000000004,Hybrid,Green,Automatic,"GPS, Remote Start, Bluetooth",New,Yes
Ford,F-150,2011,118953,18337.44,Gasoline,Yellow,Manual,"Backup Camera, Bluetooth",Used,No
Audi,A6,2010,116024,7081.512,Diesel,Blue,Automatic,"GPS, Heated Seats, Leather Seats",Like New,Yes
Toyota,Corolla,2018,130235,19992.36,Gasoline,White,Manual,Sunroof,Like New,Yes
Hyundai,Tucson,2010,114489,29978.584000000003,Gasoline,White,Automatic,"Remote Start, GPS, Heated Seats",Like New,Yes
Chrysler,Voyager,2012,113653,11725.152000000002,Hybrid,White,Manual,"Remote Start, Bluetooth, Heated Seats, GPS",New,Yes
Fiat,Panda,2019,134808,11556.672,Hybrid,Blue,Manual,"Sunroof, GPS",New,Yes
Mercedes,S-Class,2016,129911,35802.608,Diesel,Silver,Automatic,Heated Seats,Used,Yes
Chevy,Malibu,2022,13229,34713.696,Electric,Silver,Automatic,"Heated Seats, Bluetooth, GPS, Leather Seats",Used,Yes
Nissan,Sentra,2016,62355,13725.65,Electric,Yellow,Manual,"Leather Seats, Remote Start",Used,No
BMW,X3,2019,112357,17190.064000000002,Diesel,Orange,Automatic,"Leather Seats, Sunroof, GPS",Used,Yes
Toyota,Camry,2018,109261,20689.072,Electric,Blue,Manual,"Bluetooth, Backup Camera",Used,Yes
Kia,Optima,2019,33009,28662.512,Gasoline,Green,Automatic,"Backup Camera, Leather Seats, GPS",New,Yes
Jaguar,I-Pace,2022,65622,29082.512,Gasoline,Green,Automatic,"Sunroof, Bluetooth, Heated Seats, Leather Seats",Used,Yes
Toyota,Tacoma,2015,99153,23118.72,Electric,Orange,Manual,"GPS, Leather Seats",Used,Yes
Chevy,Malibu,2010,72955,39569.352000000006,Diesel,Silver,Automatic,"GPS, Heated Seats, Backup Camera, Sunroof",Used,Yes
Land Rover,Defender,2012,45571,39438.344000000005,Electric,Orange,Automatic,"Heated Seats, Remote Start",Like New,Yes
Subaru,Impreza,2011,24656,29389.424,Diesel,Red,Manual,Bluetooth,Like New,Yes
Porsche,911,2013,66134,44501.86,Gasoline,Red,Manual,"Sunroof, Remote Start, Backup Camera",Like New,No
Fiat,Doblo,2015,81782,18239.472,Gasoline,Blue,Automatic,"Sunroof, Remote Start",New,Yes
Mazda,Mazda6,2019,122933,37810.6,Electric,Blue,Automatic,"Backup Camera, Remote Start, Bluetooth, Sunroof",Used,Yes
Fiat,500,2018,81518,43404.46,Electric,Orange,Manual,"Bluetooth, Heated Seats, Remote Start, GPS",Like New,No
Chevrolet,Silverado,2020,43506,7207.072,Gasoline,Gray,Automatic,"Heated Seats, Remote Start, Sunroof",Like New,Yes
Nissan,Leaf,2012,44098,8715.039999999999,Gasoline,Orange,Manual,"Backup Camera, Heated Seats, Sunroof, Bluetooth",Like New,Yes
Kia,Soul,2014,104886,35885.368,Hybrid,White,Automatic,"Backup Camera, Sunroof, Leather Seats",Like New,Yes
Land Rover,Velar,2012,81941,27983.592,Hybrid,Blue,Manual,"Backup Camera, Remote Start, Bluetooth, Sunroof",Like New,Yes
Hyundai,Elantra,2018,140292,8840.472,Electric,Green,Automatic,"Heated Seats, Sunroof, GPS",New,Yes
Ford,Explorer,2013,30421,7892.14,Diesel,White,Manual,"GPS, Heated Seats",New,No
Jaguar,F-Type,2015,34515,15179.15,Diesel,Yellow,Manual,"Remote Start, Backup Camera, Heated Seats, Bluetooth",Used,No
BMW,X3,2010,130820,34274.624,Hybrid,Blue,Manual,Sunroof,Like New,Yes
Land Rover,Range Rover,2020,68467,18110.072,Hybrid,Yellow,Automatic,Backup Camera,New,Yes
Kia,Optima,2012,114038,17553.84,Gasoline,Orange,Manual,"Heated Seats, Backup Camera, Sunroof, Remote Start",New,No
BMW,5 Series,2019,49356,38756.312,Gasoline,Green,Manual,"Remote Start, GPS",New,Yes
Chevy,Camaro,2018,33927,27299.992,Gasoline,Green,Manual,"Heated Seats, Bluetooth, Backup Camera, Sunroof",Used,Yes
Toyota,Corolla,2022,62042,9448.192,Diesel,Gray,Manual,"Backup Camera, GPS, Remote Start, Leather Seats",Used,Yes
Nissan,Sentra,2010,143257,4315.232,Electric,White,Manual,Remote Start,New,Yes
Tesla,Model X,2022,70494,14453.216,Diesel,Blue,Automatic,"GPS, Heated Seats",Like New,Yes
Audi,A4,2022,52777,11424.496,Gasoline,Blue,Automatic,Backup Camera,Used,Yes
Mercedes,A-Class,2014,36842,12212.272,Diesel,Green,Manual,"GPS, Backup Camera",New,Yes
Chevrolet,Malibu,2017,27985,5597.432000000001,Diesel,Green,Automatic,Leather Seats,Used,Yes
Mazda,CX-9,2022,90452,26998.336,Diesel,Green,Automatic,"Backup Camera, Bluetooth, Sunroof",Like New,Yes
Audi,Q5,2018,121052,35845.28,Gasoline,Yellow,Manual,"Leather Seats, Bluetooth, Heated Seats, Backup Camera",New,Yes
Chevrolet,Silverado,2022,31394,8082.752,Diesel,Orange,Automatic,"Remote Start, GPS, Heated Seats, Backup Camera",New,Yes
Chrysler,Dodge Durango,2013,35529,37074.568,Diesel,Gray,Automatic,Bluetooth,Used,Yes
Mercedes,C-Class,2016,31586,4082.136,Electric,Blue,Automatic,"GPS, Remote Start",New,Yes
Volkswagen,Beetle,2017,64722,16646.120000000003,Electric,Green,Automatic,"GPS, Remote Start, Bluetooth",Like New,Yes
Audi,A3,2020,37648,18327.17,Diesel,Silver,Manual,"Remote Start, GPS, Bluetooth",New,No
Nissan,Altima,2018,68088,16311.552,Diesel,Red,Automatic,Sunroof,Like New,Yes
Nissan,Leaf,2018,132491,18965.112,Electric,Green,Manual,"Remote Start, Leather Seats, Bluetooth, GPS",Like New,Yes
Volkswagen,Passat,2019,61893,30629.864,Gasoline,Brown,Automatic,"Bluetooth, Leather Seats",Used,Yes
BMW,3 Series,2021,10968,21736.904,Gasoline,White,Automatic,"Sunroof, Leather Seats, Heated Seats",Like New,Yes
Mazda,CX-5,2015,73849,26338.064,Electric,Red,Automatic,Bluetooth,Like New,Yes
Chevy,Camaro,2018,119153,13320.656,Gasoline,Green,Automatic,Bluetooth,Like New,Yes
BMW,X5,2012,127589,39786.240000000005,Electric,Black,Manual,"Leather Seats, GPS",Like New,Yes
Audi,A4,2018,33393,8263.072,Diesel,Black,Manual,GPS,New,Yes
Chrysler,Pacifica,2021,118500,16464.456000000002,Hybrid,Orange,Manual,"Bluetooth, Remote Start",Like New,Yes
Jaguar,I-Pace,2021,128663,8367.496000000001,Hybrid,Yellow,Manual,"GPS, Heated Seats, Remote Start, Sunroof",Like New,Yes
Porsche,Taycan,2018,94559,11139.808,Hybrid,Orange,Automatic,"Backup Camera, Remote Start, Bluetooth, Sunroof",Like New,Yes
Honda,Accord,2010,129015,27072.152,Diesel,Yellow,Manual,"Heated Seats, Leather Seats, GPS",Like New,Yes
Chrysler,Dodge Durango,2020,129462,10393.080000000002,Hybrid,Silver,Manual,"Sunroof, Backup Camera, Remote Start, GPS",Used,Yes
Tesla,Model X,2010,147124,26723.320000000003,Diesel,White,Manual,Leather Seats,New,Yes
BMW,3 Series,2013,118759,35314.32,Gasoline,Red,Manual,"Heated Seats, Remote Start",Used,Yes
Chevy,Equinox,2010,45091,19884.208,Gasoline,Brown,Manual,"GPS, Bluetooth",New,Yes
Jaguar,XJ,2021,99662,32817.336,Gasoline,Orange,Automatic,"Sunroof, GPS, Backup Camera, Remote Start",Like New,Yes
Volkswagen,Tiguan,2017,147112,35398.96,Diesel,Green,Automatic,"Remote Start, GPS, Sunroof",New,Yes
Nissan,Rogue,2015,60737,30429.58,Electric,Silver,Automatic,"Remote Start, Sunroof",Like New,No
Nissan,Altima,2015,121882,9435.256,Gasoline,White,Automatic,"Backup Camera, Sunroof, Bluetooth, Heated Seats",Like New,Yes
Mazda,Mazda6,2012,73305,40134.12,Diesel,Gray,Manual,"Sunroof, Backup Camera",Like New,No
Subaru,Forester,2011,5479,7998.992,Diesel,Gray,Automatic,"Bluetooth, Backup Camera",Like New,Yes
Kia,Forte,2019,44763,18543.224,Electric,Green,Manual,"Remote Start, Backup Camera",Like New,Yes
Jaguar,XE,2013,31876,7850.53,Gasoline,Blue,Manual,"Sunroof, Bluetooth, Backup Camera, GPS",Used,No
Land Rover,Evoque,2017,14753,21714.36,Gasoline,Red,Manual,"GPS, Heated Seats, Sunroof",Like New,Yes
Nissan,Maxima,2022,81619,23285.08,Hybrid,Brown,Automatic,"Leather Seats, Heated Seats, Bluetooth, GPS",Used,Yes
Mazda,Mazda6,2017,104449,10641.080000000002,Hybrid,Yellow,Automatic,"GPS, Backup Camera, Heated Seats, Leather Seats",New,Yes
BMW,3 Series,2017,76933,7862.24,Electric,Blue,Automatic,"GPS, Backup Camera, Sunroof, Leather Seats",Used,Yes
Honda,Pilot,2020,134721,23513.28,Hybrid,Red,Automatic,Remote Start,New,Yes
Mazda,Mazda6,2022,117466,5215.408,Gasoline,Silver,Automatic,"Bluetooth, GPS",Like New,Yes
Fiat,500,2013,136521,10133.608,Electric,Orange,Manual,GPS,New,Yes
Audi,Q5,2012,29943,35969.288,Electric,Silver,Manual,"Remote Start, Sunroof",Used,Yes
Fiat,500,2021,128562,5941.664000000001,Hybrid,Black,Manual,"Leather Seats, Remote Start",Like New,Yes
Jaguar,XE,2013,12052,25607.352,Gasoline,Orange,Automatic,Remote Start,Used,Yes
Toyota,Camry,2015,91813,15534.920000000002,Gasoline,Brown,Manual,Heated Seats,Used,Yes
Mercedes,A-Class,2012,37058,27348.608000000004,Electric,Red,Automatic,"Sunroof, GPS, Remote Start",Used,Yes
Volkswagen,Jetta,2019,68078,35710.192,Hybrid,Silver,Manual,"Bluetooth, GPS, Leather Seats",New,Yes
Porsche,Panamera,2011,54165,18061.272,Hybrid,Black,Manual,Leather Seats,Used,Yes
Nissan,Altima,2013,13206,24612.83,Diesel,Green,Automatic,"Heated Seats, Leather Seats, GPS, Bluetooth",Used,No
Nissan,Sentra,2011,102172,21748.46,Hybrid,Blue,Manual,"Sunroof, Remote Start",Used,No
Ford,Escape,2015,70428,22001.272,Gasoline,Silver,Automatic,"GPS, Backup Camera, Bluetooth, Sunroof",Used,Yes
Volkswagen,Tiguan,2011,50901,19766.376000000004,Gasoline,Silver,Automatic,"GPS, Backup Camera, Leather Seats, Sunroof",Used,Yes
Audi,Q5,2013,15839,34218.384000000005,Hybrid,Green,Manual,"Backup Camera, Heated Seats",New,Yes
Ford,Mustang,2020,124795,12244.47,Diesel,Black,Automatic,"Bluetooth, Leather Seats, Remote Start, GPS",New,No
Chevrolet,Malibu,2012,116761,19922.576,Diesel,Brown,Automatic,Leather Seats,Used,Yes
Audi,Q5,2012,78585,18222.472,Hybrid,Gray,Manual,"GPS, Sunroof, Remote Start, Leather Seats",Used,Yes
Hyundai,Santa Fe,2019,113777,18592.8,Electric,Gray,Manual,"Heated Seats, GPS, Bluetooth",New,Yes
Audi,Q5,2019,45919,20606.128,Electric,Green,Manual,Backup Camera,Like New,Yes
Fiat,Panda,2018,124999,28034.496000000003,Gasoline,Black,Automatic,Sunroof,New,Yes
Jaguar,I-Pace,2021,109137,17404.82,Diesel,Blue,Manual,"Heated Seats, Bluetooth",Used,No
Mazda,CX-9,2018,128952,36555.152,Hybrid,Black,Manual,"Leather Seats, GPS, Sunroof, Heated Seats",New,Yes
Hyundai,Santa Fe,2014,38063,19123.032000000003,Hybrid,Brown,Automatic,"Heated Seats, Leather Seats, Sunroof",Like New,Yes
BMW,3 Series,2015,26379,10983.064,Gasoline,Red,Automatic,Sunroof,Like New,Yes
Tesla,Model X,2011,92691,16383.08,Gasoline,White,Automatic,"Remote Start, Backup Camera",Like New,Yes
Subaru,Impreza,2012,146661,25523.464000000004,Gasoline,Green,Manual,Remote Start,New,Yes
Hyundai,Elantra,2017,73283,8970.37,Electric,Red,Manual,"Bluetooth, Leather Seats, Backup Camera",New,No
Porsche,Macan,2021,136757,9055.216,Diesel,Red,Manual,Sunroof,Used,Yes
BMW,3 Series,2013,36808,37412.408,Diesel,Black,Automatic,"Remote Start, Backup Camera",Like New,Yes
Ford,Escape,2019,25362,15680.760000000002,Electric,Brown,Manual,"Bluetooth, Remote Start, Sunroof",New,Yes
Ford,Focus,2015,143732,39937.912,Diesel,Silver,Automatic,"GPS, Remote Start, Bluetooth",Like New,Yes
Kia,Soul,2011,104470,47222.53,Hybrid,Gray,Manual,"Leather Seats, Heated Seats",New,No
Volkswagen,Beetle,2012,69857,38453.048,Diesel,Silver,Automatic,Remote Start,Used,Yes
Toyota,Highlander,2016,61001,23437.95,Hybrid,Black,Manual,"Leather Seats, Remote Start, GPS, Sunroof",Like New,No
Porsche,Panamera,2011,99712,5913.16,Gasoline,Green,Automatic,"Leather Seats, Heated Seats",Like New,No
Hyundai,Tucson,2013,139941,12050.696000000002,Gasoline,Silver,Automatic,"Heated Seats, Remote Start, Sunroof, Leather Seats",New,Yes
Audi,Q5,2010,71736,13218.33,Diesel,Orange,Manual,"Bluetooth, Sunroof, Backup Camera, Remote Start",Like New,No
Subaru,Legacy,2016,40704,16889.032000000003,Diesel,Black,Automatic,Bluetooth,New,Yes
BMW,X3,2012,79698,35680.12,Diesel,Yellow,Automatic,"Leather Seats, Backup Camera",Used,Yes
Audi,Q7,2010,75907,18096.248000000003,Gasoline,White,Manual,"Leather Seats, GPS",Used,Yes
Nissan,Leaf,2019,101554,7469.360000000001,Hybrid,Yellow,Manual,"Sunroof, Heated Seats, GPS",Used,Yes
Honda,Accord,2011,109166,9668.096,Diesel,White,Automatic,"Bluetooth, Backup Camera",New,Yes
Kia,Sorento,2022,17727,43848.5,Gasoline,Black,Manual,"GPS, Sunroof, Bluetooth",Used,No
Chevy,Camaro,2018,101394,25762.6,Hybrid,Blue,Manual,"Heated Seats, Bluetooth, GPS",Used,Yes
Subaru,Crosstrek,2021,39803,25243.024,Gasoline,Blue,Manual,"Bluetooth, Sunroof",New,Yes
Chevrolet,Equinox,2015,122690,32736.784000000003,Diesel,Blue,Manual,Bluetooth,Like New,Yes
Hyundai,Sonata,2010,71763,30564.152,Gasoline,Brown,Manual,"Sunroof, Remote Start, GPS",Used,Yes
Audi,A4,2020,7358,38849.576,Electric,White,Automatic,"Heated Seats, Bluetooth, Backup Camera, Remote Start",Used,Yes
Toyota,Corolla,2021,22276,32391.304,Hybrid,Black,Manual,"Remote Start, GPS, Backup Camera, Heated Seats",Used,Yes
Chevrolet,Malibu,2016,101490,9288.68,Electric,Brown,Manual,"Sunroof, GPS, Remote Start, Backup Camera",New,Yes
Volkswagen,Jetta,2021,74601,22680.68,Diesel,Black,Manual,"Heated Seats, Leather Seats, Sunroof",Like New,Yes
Ford,Mustang,2014,71220,25920.912,Gasoline,Blue,Automatic,"Bluetooth, Sunroof, Heated Seats",New,Yes
Fiat,Panda,2021,119320,39187.952000000005,Gasoline,Gray,Manual,Heated Seats,Used,Yes
Volkswagen,Tiguan,2022,5273,9554.76,Diesel,Red,Manual,"Backup Camera, Bluetooth, Remote Start, Leather Seats",New,Yes
Honda,Accord,2010,127189,27015.704,Hybrid,Yellow,Manual,Heated Seats,Used,Yes
Honda,CR-V,2017,14136,33700.032,Hybrid,Silver,Automatic,"Bluetooth, Heated Seats, Backup Camera, Sunroof",Used,Yes
Mercedes,S-Class,2017,142623,16192.584,Diesel,Brown,Automatic,"Remote Start, Bluetooth",Like New,Yes
Chevy,Camaro,2019,114993,18779.984,Electric,White,Automatic,"Leather Seats, Remote Start",New,Yes
Hyundai,Santa Fe,2013,19879,26361.424,Electric,Silver,Manual,"Remote Start, Leather Seats, Backup Camera, GPS",Used,Yes
Mazda,Mazda3,2017,65393,11372.552,Gasoline,Black,Automatic,"Heated Seats, Remote Start, Backup Camera",New,Yes
Honda,Accord,2016,149882,22790.776,Diesel,Black,Automatic,"Heated Seats, Leather Seats",Used,Yes
Toyota,Highlander,2014,13415,22563.008,Diesel,Gray,Manual,"Backup Camera, Sunroof, Remote Start",Like New,Yes
Fiat,Doblo,2018,64090,48406.76,Diesel,Brown,Automatic,Heated Seats,Like New,No
Mercedes,GLC,2018,31832,32341.832,Electric,Orange,Manual,"Bluetooth, Heated Seats",Like New,Yes
Chevrolet,Equinox,2022,61322,23177.672,Diesel,Green,Manual,"Sunroof, Backup Camera",New,Yes
Toyota,Highlander,2021,49300,17644.448,Electric,Red,Manual,"GPS, Sunroof, Backup Camera",Like New,Yes
Nissan,Rogue,2022,123932,27685.112,Gasoline,Gray,Manual,"Sunroof, Heated Seats, GPS",Used,Yes
Subaru,Impreza,2016,68834,10259.696000000002,Gasoline,Blue,Manual,"Remote Start, GPS",Like New,Yes
Fiat,500,2022,77885,21701.576,Gasoline,Orange,Automatic,"Heated Seats, GPS",Like New,Yes
Fiat,500X,2012,125368,6919.224000000001,Diesel,Gray,Manual,"Leather Seats, Heated Seats",New,Yes
Tesla,Model X,2020,49465,20118.24,Gasoline,Green,Automatic,"Leather Seats, GPS",New,Yes
Toyota,Highlander,2015,109697,12425.864,Gasoline,White,Automatic,Backup Camera,Used,Yes
Chrysler,Charger,2019,6185,6557.528,Electric,Brown,Manual,Sunroof,Used,Yes
Honda,CR-V,2012,28493,22265.608,Hybrid,Blue,Manual,Leather Seats,New,Yes
Jaguar,XJ,2022,14622,12962.656,Electric,Black,Manual,"Sunroof, Heated Seats, Remote Start, Bluetooth",New,Yes
Chrysler,300,2017,126846,4045.256,Diesel,White,Automatic,"Leather Seats, Heated Seats",Like New,Yes
Tesla,Model Y,2013,22402,10324.592,Hybrid,Green,Automatic,"Leather Seats, Sunroof, Remote Start, GPS",Like New,Yes
Ford,Mustang,2018,37636,27625.064,Electric,Gray,Manual,"Heated Seats, Bluetooth, Leather Seats",Used,Yes
Mercedes,A-Class,2020,117621,36065.528000000006,Hybrid,Orange,Automatic,Leather Seats,New,Yes
Kia,Optima,2016,103295,32884.312,Hybrid,Silver,Automatic,"Remote Start, GPS, Backup Camera",Like New,Yes
Honda,Accord,2010,35757,39889.39,Diesel,Yellow,Automatic,Remote Start,Used,No
Ford,Mustang,2011,80699,9340.976,Electric,Yellow,Manual,"GPS, Heated Seats, Bluetooth, Backup Camera",New,Yes
Chevy,Malibu,2015,51539,13266.264000000005,Electric,Green,Automatic,Backup Camera,New,Yes
Mercedes,C-Class,2014,143067,37451.368,Gasoline,Blue,Automatic,Backup Camera,Like New,Yes
Volkswagen,Tiguan,2014,68511,39675.944,Gasoline,Orange,Manual,"Remote Start, Sunroof, Bluetooth",Like New,Yes
Chrysler,Charger,2016,123265,7995.488000000001,Diesel,White,Automatic,Remote Start,Used,Yes
Kia,Soul,2011,139797,32765.864,Electric,White,Manual,Remote Start,New,Yes
Kia,Sportage,2018,147291,39998.44,Diesel,Orange,Manual,Remote Start,New,Yes
Subaru,Impreza,2022,107735,27801.464000000004,Hybrid,Green,Manual,"Backup Camera, GPS",Used,Yes
BMW,X5,2016,111618,5684.82,Gasoline,Orange,Automatic,Backup Camera,Like New,No
Mercedes,E-Class,2015,23207,14216.04,Gasoline,White,Automatic,"Bluetooth, Leather Seats, Remote Start",Used,Yes
Tesla,Model 3,2010,125044,7723.4,Gasoline,Gray,Automatic,Heated Seats,New,No
Chrysler,Voyager,2012,139540,7612.784,Gasoline,Green,Automatic,"Sunroof, Leather Seats",New,Yes
Ford,Mustang,2013,71139,31866.848,Diesel,Green,Automatic,"Heated Seats, Backup Camera",Used,Yes
Volkswagen,Beetle,2011,30504,27721.056,Diesel,Brown,Manual,Remote Start,Like New,Yes
Porsche,Cayenne,2010,93597,7919.288,Electric,Orange,Manual,Heated Seats,New,Yes
Hyundai,Tucson,2022,27651,24418.2,Electric,Green,Automatic,GPS,New,Yes
Ford,Explorer,2013,18941,39486.75200000001,Hybrid,Orange,Automatic,"Heated Seats, Sunroof",New,Yes
Toyota,Corolla,2022,113008,32144.864,Gasoline,Green,Automatic,"Backup Camera, Leather Seats, Sunroof",New,Yes
Mazda,Mazda6,2019,59289,24532.6,Hybrid,Gray,Automatic,"Remote Start, Heated Seats",Used,Yes
Ford,Explorer,2015,51098,17386.72,Electric,Green,Manual,"Leather Seats, Sunroof, Backup Camera, GPS",Like New,Yes
Chevrolet,Cruze,2022,48043,13087.848,Hybrid,Silver,Manual,"Sunroof, Remote Start, Leather Seats",New,Yes
Volkswagen,Golf,2011,76083,9601.824,Hybrid,Yellow,Manual,Remote Start,Like New,Yes
BMW,3 Series,2015,130901,24844.16,Gasoline,Orange,Manual,"Remote Start, Leather Seats, GPS",Used,No
Hyundai,Tucson,2020,136907,38275.16,Gasoline,Orange,Manual,"Bluetooth, Leather Seats, Sunroof",New,Yes
Kia,Sportage,2017,101604,8027.200000000001,Hybrid,Silver,Manual,"Leather Seats, Sunroof",New,Yes
Chevy,Equinox,2012,11861,25394.56,Diesel,White,Automatic,Bluetooth,New,Yes
Jaguar,I-Pace,2017,47425,21232.624,Diesel,Blue,Manual,"Leather Seats, Bluetooth, Remote Start",Used,Yes
Chevrolet,Equinox,2021,11373,13331.44,Hybrid,Blue,Manual,"Leather Seats, Backup Camera, Remote Start, Sunroof",Like New,Yes
Audi,Q7,2016,129245,25054.664000000004,Hybrid,Brown,Automatic,"Backup Camera, Remote Start, Heated Seats",Like New,Yes
Volkswagen,Beetle,2018,104672,5161.69,Hybrid,Yellow,Manual,"Leather Seats, Remote Start, GPS, Sunroof",Used,No
BMW,5 Series,2016,135264,13456.344,Gasoline,Orange,Automatic,"Backup Camera, Leather Seats, Remote Start",Like New,Yes
Fiat,500,2014,111161,9701.68,Electric,Black,Manual,"Bluetooth, Backup Camera, GPS, Heated Seats",Used,Yes
Chevy,Malibu,2013,117594,37732.264,Gasoline,Yellow,Manual,"GPS, Sunroof, Leather Seats, Backup Camera",Like New,Yes
Jaguar,XE,2014,98691,23477.848,Diesel,Brown,Automatic,"Leather Seats, Bluetooth",Used,Yes
BMW,5 Series,2015,79724,19028.616,Gasoline,Green,Automatic,"Heated Seats, Backup Camera, GPS",Like New,Yes
Tesla,Model Y,2019,23795,22623.184,Electric,Gray,Manual,Bluetooth,New,Yes
Hyundai,Tucson,2018,50985,8412.552000000001,Electric,Gray,Manual,"Bluetooth, Leather Seats",Used,Yes
Land Rover,Evoque,2019,115065,31292.048,Diesel,Silver,Manual,"GPS, Heated Seats",Like New,Yes
Volkswagen,Tiguan,2013,39730,33338.112,Hybrid,Orange,Automatic,"Bluetooth, Heated Seats",New,Yes
